object_type,object_id,source_name,automation_level,status,query_keyword,raw_value,normalized_value,source_url_or_file,decision_use,collection_method,missing_reason
event,AFC_ASIAN_CUP_2024_OPEN,wechat_index,manual_import,manual_required,AFC Asian Cup Qatar 2023 opening,,,https://weixin.qq.com/,domestic_social_spread,"Use the WeChat Index mini program or WeChat search entry to query event keywords, record the daily index and screenshot.",official_index_requires_manual_export_or_screenshot
event,AFC_ASIAN_CUP_2024_OPEN,news_count_gdelt,semi_automatic,semi_automatic_ready,AFC Asian Cup Qatar 2023 opening,,,https://api.gdeltproject.org/api/v2/doc/doc,news_coverage,Use GDELT DOC 2.0 timelinevolraw for keyword-level article counts when the public API is reachable.,set QUANT_ALLOW_NETWORK_DATA=1 to fetch GDELT during a run
event,UEFA_EURO_2024_OPEN,baidu_index,manual_import,manual_required,UEFA EURO 2024 opening,,,https://index.baidu.com/,public_search_interest,"Use index.baidu.com to query event keywords, save the 7/30/90-day screen or export if available, and enter raw_value plus screenshot path.",official_index_requires_manual_export_or_screenshot
event,UEFA_EURO_2024_OPEN,wechat_index,manual_import,manual_required,UEFA EURO 2024 opening,,,https://weixin.qq.com/,domestic_social_spread,"Use the WeChat Index mini program or WeChat search entry to query event keywords, record the daily index and screenshot.",official_index_requires_manual_export_or_screenshot
event,UEFA_EURO_2024_OPEN,news_count_gdelt,semi_automatic,semi_automatic_ready,UEFA EURO 2024 opening,,,https://api.gdeltproject.org/api/v2/doc/doc,news_coverage,Use GDELT DOC 2.0 timelinevolraw for keyword-level article counts when the public API is reachable.,set QUANT_ALLOW_NETWORK_DATA=1 to fetch GDELT during a run
event,PARIS_OLYMPICS_2024_OPEN,baidu_index,manual_import,manual_required,Paris 2024 Olympic Games opening,,,https://index.baidu.com/,public_search_interest,"Use index.baidu.com to query event keywords, save the 7/30/90-day screen or export if available, and enter raw_value plus screenshot path.",official_index_requires_manual_export_or_screenshot
event,PARIS_OLYMPICS_2024_OPEN,wechat_index,manual_import,manual_required,Paris 2024 Olympic Games opening,,,https://weixin.qq.com/,domestic_social_spread,"Use the WeChat Index mini program or WeChat search entry to query event keywords, record the daily index and screenshot.",official_index_requires_manual_export_or_screenshot
event,PARIS_OLYMPICS_2024_OPEN,news_count_gdelt,semi_automatic,semi_automatic_ready,Paris 2024 Olympic Games opening,,,https://api.gdeltproject.org/api/v2/doc/doc,news_coverage,Use GDELT DOC 2.0 timelinevolraw for keyword-level article counts when the public API is reachable.,set QUANT_ALLOW_NETWORK_DATA=1 to fetch GDELT during a run
event,HARBIN_ASIAN_WINTER_2025_OPEN,baidu_index,manual_import,manual_required,Harbin 2025 Asian Winter Games opening,,,https://index.baidu.com/,public_search_interest,"Use index.baidu.com to query event keywords, save the 7/30/90-day screen or export if available, and enter raw_value plus screenshot path.",official_index_requires_manual_export_or_screenshot
event,HARBIN_ASIAN_WINTER_2025_OPEN,wechat_index,manual_import,manual_required,Harbin 2025 Asian Winter Games opening,,,https://weixin.qq.com/,domestic_social_spread,"Use the WeChat Index mini program or WeChat search entry to query event keywords, record the daily index and screenshot.",official_index_requires_manual_export_or_screenshot
event,HARBIN_ASIAN_WINTER_2025_OPEN,news_count_gdelt,semi_automatic,semi_automatic_ready,Harbin 2025 Asian Winter Games opening,,,https://api.gdeltproject.org/api/v2/doc/doc,news_coverage,Use GDELT DOC 2.0 timelinevolraw for keyword-level article counts when the public API is reachable.,set QUANT_ALLOW_NETWORK_DATA=1 to fetch GDELT during a run
event,FIFA_CLUB_WORLD_CUP_2025_OPEN,baidu_index,manual_import,manual_required,FIFA Club World Cup 2025 opening,,,https://index.baidu.com/,public_search_interest,"Use index.baidu.com to query event keywords, save the 7/30/90-day screen or export if available, and enter raw_value plus screenshot path.",official_index_requires_manual_export_or_screenshot
event,FIFA_CLUB_WORLD_CUP_2025_OPEN,wechat_index,manual_import,manual_required,FIFA Club World Cup 2025 opening,,,https://weixin.qq.com/,domestic_social_spread,"Use the WeChat Index mini program or WeChat search entry to query event keywords, record the daily index and screenshot.",official_index_requires_manual_export_or_screenshot
event,FIFA_CLUB_WORLD_CUP_2025_OPEN,news_count_gdelt,semi_automatic,semi_automatic_ready,FIFA Club World Cup 2025 opening,,,https://api.gdeltproject.org/api/v2/doc/doc,news_coverage,Use GDELT DOC 2.0 timelinevolraw for keyword-level article counts when the public API is reachable.,set QUANT_ALLOW_NETWORK_DATA=1 to fetch GDELT during a run
event,NATIONAL_GAMES_2025_OPEN,baidu_index,manual_import,manual_required,15th National Games of China opening,,,https://index.baidu.com/,public_search_interest,"Use index.baidu.com to query event keywords, save the 7/30/90-day screen or export if available, and enter raw_value plus screenshot path.",official_index_requires_manual_export_or_screenshot
event,NATIONAL_GAMES_2025_OPEN,wechat_index,manual_import,manual_required,15th National Games of China opening,,,https://weixin.qq.com/,domestic_social_spread,"Use the WeChat Index mini program or WeChat search entry to query event keywords, record the daily index and screenshot.",official_index_requires_manual_export_or_screenshot
event,NATIONAL_GAMES_2025_OPEN,news_count_gdelt,semi_automatic,semi_automatic_ready,15th National Games of China opening,,,https://api.gdeltproject.org/api/v2/doc/doc,news_coverage,Use GDELT DOC 2.0 timelinevolraw for keyword-level article counts when the public API is reachable.,set QUANT_ALLOW_NETWORK_DATA=1 to fetch GDELT during a run
event,MILANO_CORTINA_2026_OPEN,baidu_index,manual_import,manual_required,Milano Cortina 2026 Winter Olympics opening,,,https://index.baidu.com/,public_search_interest,"Use index.baidu.com to query event keywords, save the 7/30/90-day screen or export if available, and enter raw_value plus screenshot path.",official_index_requires_manual_export_or_screenshot
event,MILANO_CORTINA_2026_OPEN,wechat_index,manual_import,manual_required,Milano Cortina 2026 Winter Olympics opening,,,https://weixin.qq.com/,domestic_social_spread,"Use the WeChat Index mini program or WeChat search entry to query event keywords, record the daily index and screenshot.",official_index_requires_manual_export_or_screenshot
event,MILANO_CORTINA_2026_OPEN,news_count_gdelt,semi_automatic,semi_automatic_ready,Milano Cortina 2026 Winter Olympics opening,,,https://api.gdeltproject.org/api/v2/doc/doc,news_coverage,Use GDELT DOC 2.0 timelinevolraw for keyword-level article counts when the public API is reachable.,set QUANT_ALLOW_NETWORK_DATA=1 to fetch GDELT during a run
event,FIFA_WC_2026_OPEN,baidu_index,manual_import,manual_required,2026世界杯,,,,public_search_interest,"Use index.baidu.com to query event keywords, save the 7/30/90-day screen or export if available, and enter raw_value plus screenshot path.",official_index_requires_manual_export_or_screenshot
event,FIFA_WC_2026_OPEN,wechat_index,manual_import,manual_required,2026 FIFA World Cup opening,,,https://weixin.qq.com/,domestic_social_spread,"Use the WeChat Index mini program or WeChat search entry to query event keywords, record the daily index and screenshot.",official_index_requires_manual_export_or_screenshot
event,FIFA_WC_2026_OPEN,news_count_gdelt,semi_automatic,semi_automatic_ready,2026 FIFA World Cup opening,,,https://api.gdeltproject.org/api/v2/doc/doc,news_coverage,Use GDELT DOC 2.0 timelinevolraw for keyword-level article counts when the public API is reachable.,set QUANT_ALLOW_NETWORK_DATA=1 to fetch GDELT during a run
stock,600060.SH,amount_shock,automatic,available,600060.SH,0.6514542434192337,0.6514542434192337,outputs/results/paper_scores_2026-05-26.csv,market_attention,Use decision-date trading amount relative to recent average from frozen A-share data.,
stock,600060.SH,eastmoney_hot_rank,manual_or_optional_akshare,manual_required,600060.SH,,,pending_manual_import,investor_attention,Use Eastmoney popularity ranking directly or AKShare stock_hot_rank_latest_em when AKShare is installed.,manual_or_optional_provider_data_not_imported
stock,600060.SH,forum_count,manual_import,manual_required,600060.SH,,,https://guba.eastmoney.com/,retail_discussion,"Use Eastmoney Guba, Xueqiu, or a paid data vendor to record post count or discussion heat for each stock.",manual_or_optional_provider_data_not_imported
stock,600158.SH,amount_shock,automatic,available,600158.SH,0.612955340897545,0.612955340897545,outputs/results/paper_scores_2026-05-26.csv,market_attention,Use decision-date trading amount relative to recent average from frozen A-share data.,
stock,600158.SH,eastmoney_hot_rank,manual_or_optional_akshare,manual_required,600158.SH,,,https://data.eastmoney.com/,investor_attention,Use Eastmoney popularity ranking directly or AKShare stock_hot_rank_latest_em when AKShare is installed.,manual_or_optional_provider_data_not_imported
stock,600158.SH,forum_count,manual_import,manual_required,600158.SH,,,https://guba.eastmoney.com/,retail_discussion,"Use Eastmoney Guba, Xueqiu, or a paid data vendor to record post count or discussion heat for each stock.",manual_or_optional_provider_data_not_imported
stock,605099.SH,amount_shock,automatic,available,605099.SH,0.6761084727494331,0.6761084727494331,outputs/results/paper_scores_2026-05-26.csv,market_attention,Use decision-date trading amount relative to recent average from frozen A-share data.,
stock,605099.SH,eastmoney_hot_rank,manual_or_optional_akshare,manual_required,605099.SH,,,https://data.eastmoney.com/,investor_attention,Use Eastmoney popularity ranking directly or AKShare stock_hot_rank_latest_em when AKShare is installed.,manual_or_optional_provider_data_not_imported
stock,605099.SH,forum_count,manual_import,manual_required,605099.SH,,,https://guba.eastmoney.com/,retail_discussion,"Use Eastmoney Guba, Xueqiu, or a paid data vendor to record post count or discussion heat for each stock.",manual_or_optional_provider_data_not_imported
stock,002858.SZ,amount_shock,automatic,available,002858.SZ,0.33808888888292865,0.33808888888292865,outputs/results/paper_scores_2026-05-26.csv,market_attention,Use decision-date trading amount relative to recent average from frozen A-share data.,
stock,002858.SZ,eastmoney_hot_rank,manual_or_optional_akshare,manual_required,002858.SZ,,,https://data.eastmoney.com/,investor_attention,Use Eastmoney popularity ranking directly or AKShare stock_hot_rank_latest_em when AKShare is installed.,manual_or_optional_provider_data_not_imported
stock,002858.SZ,forum_count,manual_import,manual_required,002858.SZ,,,https://guba.eastmoney.com/,retail_discussion,"Use Eastmoney Guba, Xueqiu, or a paid data vendor to record post count or discussion heat for each stock.",manual_or_optional_provider_data_not_imported
stock,605299.SH,amount_shock,automatic,available,605299.SH,0.4095330582985569,0.4095330582985569,outputs/results/paper_scores_2026-05-26.csv,market_attention,Use decision-date trading amount relative to recent average from frozen A-share data.,
stock,605299.SH,eastmoney_hot_rank,manual_or_optional_akshare,manual_required,605299.SH,,,https://data.eastmoney.com/,investor_attention,Use Eastmoney popularity ranking directly or AKShare stock_hot_rank_latest_em when AKShare is installed.,manual_or_optional_provider_data_not_imported
stock,605299.SH,forum_count,manual_import,manual_required,605299.SH,,,https://guba.eastmoney.com/,retail_discussion,"Use Eastmoney Guba, Xueqiu, or a paid data vendor to record post count or discussion heat for each stock.",manual_or_optional_provider_data_not_imported
stock,000558.SZ,amount_shock,automatic,available,000558.SZ,0.4225870380304425,0.4225870380304425,outputs/results/paper_scores_2026-05-26.csv,market_attention,Use decision-date trading amount relative to recent average from frozen A-share data.,
stock,000558.SZ,eastmoney_hot_rank,manual_or_optional_akshare,manual_required,000558.SZ,,,https://data.eastmoney.com/,investor_attention,Use Eastmoney popularity ranking directly or AKShare stock_hot_rank_latest_em when AKShare is installed.,manual_or_optional_provider_data_not_imported
stock,000558.SZ,forum_count,manual_import,manual_required,000558.SZ,,,https://guba.eastmoney.com/,retail_discussion,"Use Eastmoney Guba, Xueqiu, or a paid data vendor to record post count or discussion heat for each stock.",manual_or_optional_provider_data_not_imported
stock,300651.SZ,amount_shock,automatic,available,300651.SZ,0.4148656974709485,0.4148656974709485,outputs/results/paper_scores_2026-05-26.csv,market_attention,Use decision-date trading amount relative to recent average from frozen A-share data.,
stock,300651.SZ,eastmoney_hot_rank,manual_or_optional_akshare,manual_required,300651.SZ,,,https://data.eastmoney.com/,investor_attention,Use Eastmoney popularity ranking directly or AKShare stock_hot_rank_latest_em when AKShare is installed.,manual_or_optional_provider_data_not_imported
stock,300651.SZ,forum_count,manual_import,manual_required,300651.SZ,,,https://guba.eastmoney.com/,retail_discussion,"Use Eastmoney Guba, Xueqiu, or a paid data vendor to record post count or discussion heat for each stock.",manual_or_optional_provider_data_not_imported
stock,002587.SZ,amount_shock,automatic,available,002587.SZ,0.6636608981133855,0.6636608981133855,outputs/results/paper_scores_2026-05-26.csv,market_attention,Use decision-date trading amount relative to recent average from frozen A-share data.,
stock,002587.SZ,eastmoney_hot_rank,manual_or_optional_akshare,manual_required,002587.SZ,,,https://data.eastmoney.com/,investor_attention,Use Eastmoney popularity ranking directly or AKShare stock_hot_rank_latest_em when AKShare is installed.,manual_or_optional_provider_data_not_imported
stock,002587.SZ,forum_count,manual_import,manual_required,002587.SZ,,,https://guba.eastmoney.com/,retail_discussion,"Use Eastmoney Guba, Xueqiu, or a paid data vendor to record post count or discussion heat for each stock.",manual_or_optional_provider_data_not_imported
stock,300162.SZ,amount_shock,automatic,available,300162.SZ,1.0,1.0,outputs/results/paper_scores_2026-05-26.csv,market_attention,Use decision-date trading amount relative to recent average from frozen A-share data.,
stock,300162.SZ,eastmoney_hot_rank,manual_or_optional_akshare,manual_required,300162.SZ,,,https://data.eastmoney.com/,investor_attention,Use Eastmoney popularity ranking directly or AKShare stock_hot_rank_latest_em when AKShare is installed.,manual_or_optional_provider_data_not_imported
stock,300162.SZ,forum_count,manual_import,manual_required,300162.SZ,,,https://guba.eastmoney.com/,retail_discussion,"Use Eastmoney Guba, Xueqiu, or a paid data vendor to record post count or discussion heat for each stock.",manual_or_optional_provider_data_not_imported
stock,300005.SZ,amount_shock,automatic,available,300005.SZ,0.47297025522642555,0.47297025522642555,outputs/results/paper_scores_2026-05-26.csv,market_attention,Use decision-date trading amount relative to recent average from frozen A-share data.,
stock,300005.SZ,eastmoney_hot_rank,manual_or_optional_akshare,manual_required,300005.SZ,,,https://data.eastmoney.com/,investor_attention,Use Eastmoney popularity ranking directly or AKShare stock_hot_rank_latest_em when AKShare is installed.,manual_or_optional_provider_data_not_imported
stock,300005.SZ,forum_count,manual_import,manual_required,300005.SZ,,,https://guba.eastmoney.com/,retail_discussion,"Use Eastmoney Guba, Xueqiu, or a paid data vendor to record post count or discussion heat for each stock.",manual_or_optional_provider_data_not_imported
stock,002780.SZ,amount_shock,automatic,available,002780.SZ,0.310239250162029,0.310239250162029,outputs/results/paper_scores_2026-05-26.csv,market_attention,Use decision-date trading amount relative to recent average from frozen A-share data.,
stock,002780.SZ,eastmoney_hot_rank,manual_or_optional_akshare,manual_required,002780.SZ,,,https://data.eastmoney.com/,investor_attention,Use Eastmoney popularity ranking directly or AKShare stock_hot_rank_latest_em when AKShare is installed.,manual_or_optional_provider_data_not_imported
stock,002780.SZ,forum_count,manual_import,manual_required,002780.SZ,,,https://guba.eastmoney.com/,retail_discussion,"Use Eastmoney Guba, Xueqiu, or a paid data vendor to record post count or discussion heat for each stock.",manual_or_optional_provider_data_not_imported
stock,603908.SH,amount_shock,automatic,missing,603908.SH,,,outputs/results/paper_scores_2026-05-26.csv,market_attention,Use decision-date trading amount relative to recent average from frozen A-share data.,paper score file has no attention proxy
stock,603908.SH,eastmoney_hot_rank,manual_or_optional_akshare,manual_required,603908.SH,,,https://data.eastmoney.com/,investor_attention,Use Eastmoney popularity ranking directly or AKShare stock_hot_rank_latest_em when AKShare is installed.,manual_or_optional_provider_data_not_imported
stock,603908.SH,forum_count,manual_import,manual_required,603908.SH,,,https://guba.eastmoney.com/,retail_discussion,"Use Eastmoney Guba, Xueqiu, or a paid data vendor to record post count or discussion heat for each stock.",manual_or_optional_provider_data_not_imported
stock,002832.SZ,amount_shock,automatic,missing,002832.SZ,,,outputs/results/paper_scores_2026-05-26.csv,market_attention,Use decision-date trading amount relative to recent average from frozen A-share data.,paper score file has no attention proxy
stock,002832.SZ,eastmoney_hot_rank,manual_or_optional_akshare,manual_required,002832.SZ,,,https://data.eastmoney.com/,investor_attention,Use Eastmoney popularity ranking directly or AKShare stock_hot_rank_latest_em when AKShare is installed.,manual_or_optional_provider_data_not_imported
stock,002832.SZ,forum_count,manual_import,manual_required,002832.SZ,,,https://guba.eastmoney.com/,retail_discussion,"Use Eastmoney Guba, Xueqiu, or a paid data vendor to record post count or discussion heat for each stock.",manual_or_optional_provider_data_not_imported
stock,002181.SZ,amount_shock,automatic,missing,002181.SZ,,,outputs/results/paper_scores_2026-05-26.csv,market_attention,Use decision-date trading amount relative to recent average from frozen A-share data.,paper score file has no attention proxy
stock,002181.SZ,eastmoney_hot_rank,manual_or_optional_akshare,manual_required,002181.SZ,,,https://data.eastmoney.com/,investor_attention,Use Eastmoney popularity ranking directly or AKShare stock_hot_rank_latest_em when AKShare is installed.,manual_or_optional_provider_data_not_imported
stock,002181.SZ,forum_count,manual_import,manual_required,002181.SZ,,,https://guba.eastmoney.com/,retail_discussion,"Use Eastmoney Guba, Xueqiu, or a paid data vendor to record post count or discussion heat for each stock.",manual_or_optional_provider_data_not_imported
stock,002878.SZ,amount_shock,automatic,missing,002878.SZ,,,outputs/results/paper_scores_2026-05-26.csv,market_attention,Use decision-date trading amount relative to recent average from frozen A-share data.,paper score file has no attention proxy
stock,002878.SZ,eastmoney_hot_rank,manual_or_optional_akshare,manual_required,002878.SZ,,,https://data.eastmoney.com/,investor_attention,Use Eastmoney popularity ranking directly or AKShare stock_hot_rank_latest_em when AKShare is installed.,manual_or_optional_provider_data_not_imported
stock,002878.SZ,forum_count,manual_import,manual_required,002878.SZ,,,https://guba.eastmoney.com/,retail_discussion,"Use Eastmoney Guba, Xueqiu, or a paid data vendor to record post count or discussion heat for each stock.",manual_or_optional_provider_data_not_imported
stock,002400.SZ,amount_shock,automatic,available,002400.SZ,0.11054059853657044,0.11054059853657044,outputs/results/paper_scores_2026-05-26.csv,market_attention,Use decision-date trading amount relative to recent average from frozen A-share data.,
stock,002400.SZ,eastmoney_hot_rank,manual_or_optional_akshare,manual_required,002400.SZ,,,https://data.eastmoney.com/,investor_attention,Use Eastmoney popularity ranking directly or AKShare stock_hot_rank_latest_em when AKShare is installed.,manual_or_optional_provider_data_not_imported
stock,002400.SZ,forum_count,manual_import,manual_required,002400.SZ,,,https://guba.eastmoney.com/,retail_discussion,"Use Eastmoney Guba, Xueqiu, or a paid data vendor to record post count or discussion heat for each stock.",manual_or_optional_provider_data_not_imported
